  gb|AE001363|AE001363               87522       87450      1     71     68.21  2.50e-14   59
  gb|AE001363|AE001363               89657       89728      1     71     71.81  2.51e-15   51
  gb|AE001363|AE001363               90998       91070      1     71     59.75  5.55e-12   64
  gb|AE001363|AE001363              164389      164318      1     71     63.53  4.95e-13   56
  gb|AE001363|AE001363              199229      199301      1     71     61.22  2.16e-12   55
  gb|AE001363|AE001363              199317      199390      1     71     61.75  1.55e-12   50
  gb|AE001363|AE001363              269065      268992      1     71     70.80  4.77e-15   50
  gb|AE001363|AE001363              269142      269070      1     71     68.52  2.05e-14   48
  gb|AE001363|AE001363              293399      293317      1     71     54.65  1.44e-10   54
  gb|AE001363|AE001363              293477      293405      1     71     67.31  4.44e-14   47
  gb|AE001363|AE001363              296075      296147      1     71     65.66  1.27e-13   53
  gb|AE001363|AE001363              296151      296224      1     71     61.62  1.68e-12   62
  gb|AE001363|AE001363              409848      409922      1     71     60.87  2.72e-12   57
  gb|AE001363|AE001363              462141      462214      1     71     64.23  3.17e-13   59
  gb|AE001363|AE001363              626987      626901      1     71     53.11  3.86e-10   57
  gb|AE001363|AE001363              631445      631373      1     71     58.58  1.17e-11   55
  gb|AE001363|AE001363              672236      672318      1     71     54.29  1.81e-10   53
  gb|AE001363|AE001363              677264      677337      1     71     60.35  3.77e-12   58
  gb|AE001363|AE001363              680259      680178      1     71     44.75  8.03e-08   55
  gb|AE001363|AE001363              708441      708354      1     71     54.19  1.94e-10   55
  gb|AE001363|AE001363              715971      715889      1     71     53.96  2.24e-10   52
  gb|AE001363|AE001363              739403      739486      1     71     49.17  4.77e-09   48
  gb|AE001363|AE001363              781610      781680      1     71     69.43  1.15e-14   58
  gb|AE001363|AE001363              784822      784896      1     71     55.83  6.77e-11   59
  gb|AE001363|AE001363              784922      784994      1     71     72.82  1.31e-15   49
  gb|AE001363|AE001363              786780      786708      1     71     59.69  5.77e-12   52
  gb|AE001363|AE001363              807413      807341      1     71     72.67  1.44e-15   58
  gb|AE001363|AE001363              836119      836191      1     71     57.18  2.88e-11   55
  gb|AE001363|AE001363              843926      843999      1     71     55.24  9.92e-11   61
  gb|AE001363|AE001363              877400      877473      1     71     65.45  1.46e-13   58
  gb|AE001363|AE001363              961607      961536      1     71     68.37  2.25e-14   58
  gb|AE001363|AE001363             1000022      999949      1     71     62.31  1.08e-12   62
  gb|AE001363|AE001363             1030603     1030533      1     71     63.46  5.18e-13   63
  gb|AE001363|AE001363             1085605     1085676      1     71     55.82  6.82e-11   60
  gb|AE001363|AE001363             1137462     1137389      1     71     61.95  1.37e-12   49
  gb|AE001363|AE001363             1142034     1142118      1     71     56.29  5.07e-11   53
  gb|AE001363|AE001363             1175863     1175944      1     71     55.06  1.11e-10   52
  gb|AE001363|AE001363             1230028     1229942      1     71     55.96  6.25e-11   51
